No;full_text;username;tweet_normalized;skor_total;skor_positif;skor_negatif;n_match;n_total;kata_match;sentimen
94;alokasi belanja pemerintah pusat rp triliun untuk program makan bergizi gratis hingga pendidikan;pajakcom;['alokasi', 'belanja', 'pemerintah', 'pusat', 'rp', 'triliun', 'program', 'makan', 'bergizi', 'gratis', 'pendidikan'];5.0;8.0;-3.0;4;11;[('belanja', -3.0), ('pusat', 3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
95;presiden prabowo subianto menyampaikan bahwa program unggulan makan bergizi gratis dapat meningkatkan peredaran uang di desadesa hingga mencapai rp miliar per desa per tahun hal ini disampaikan dalam gelaran penyerahan daftar isian pelaksanaan anggaran dipa dan transfer ke;Metro_TV;['presiden', 'prabowo', 'subianto', 'program', 'unggulan', 'makan', 'bergizi', 'gratis', 'meningkatkan', 'peredaran', 'uang', 'desadesa', 'mencapai', 'rp', 'miliar', 'desa', 'gelaran', 'penyerahan', 'daftar', 'isian', 'pelaksanaan', 'anggaran', 'dipa', 'transfer'];6.0;13.0;-7.0;6;24;[('presiden', 3.0), ('unggulan', 5.0), ('makan', 1.0), ('gratis', 4.0), ('daftar', -3.0), ('pelaksanaan', -4.0)];Positif
96;pt timah terus berkomitmen mendukung kesehatan anak bangsa melalui program makan bergizi gratis kali ini program menyentuh siswa sd dan tk di kabupaten bangka semangat menciptakan generasi emas dimulai dari piring mereka;Official_TIMAH;['pt', 'timah', 'berkomitmen', 'mendukung', 'kesehatan', 'anak', 'bangsa', 'program', 'makan', 'bergizi', 'gratis', 'kali', 'program', 'menyentuh', 'siswa', 'sd', 'tk', 'kabupaten', 'bangka', 'semangat', 'menciptakan', 'generasi', 'emas', 'piring'];6.0;12.0;-6.0;6;24;[('anak', -3.0), ('makan', 1.0), ('gratis', 4.0), ('siswa', 3.0), ('semangat', 4.0), ('generasi', -3.0)];Positif
97;wakil presiden ri gibran rakabuming raka memastikan program makan bergizi gratis tidak hanya diterapkan di sekolah dan ibu hamil namun juga akan diterapkan di pondok pesantren gibran menyatakan pentingnya kebutuhan gizi para santri terpenuhi khususnya karena mereka tak;RadioElshinta;['wakil', 'presiden', 'ri', 'gibran', 'rakabuming', 'raka', 'program', 'makan', 'bergizi', 'gratis', 'diterapkan', 'sekolah', 'hamil', 'diterapkan', 'pondok', 'pesantren', 'gibran', 'kebutuhan', 'gizi', 'santri', 'terpenuhi'];10.0;15.0;-5.0;6;21;[('presiden', 3.0), ('makan', 1.0), ('gratis', 4.0), ('sekolah', 3.0), ('hamil', -5.0), ('kebutuhan', 4.0)];Positif
98;anggaran program makan bergizi gratis capai rp triliun;pajakcom;['anggaran', 'program', 'makan', 'bergizi', 'gratis', 'capai', 'rp', 'triliun'];0.0;5.0;-5.0;3;8;[('makan', 1.0), ('gratis', 4.0), ('capai', -5.0)];Netral
99;pondok pesantren muhammadiyah boarding school mbs ki bagus hadikusumo sebagai lembaga pendidikan yang berkomitmen penuh terhadap kemajuan peradaban bangsa mengundang wakil presiden gibran rakabuming untuk meninjau simulasi program makan bergizi gratis mbg kegiatan ini;KemensetnegRI;['pondok', 'pesantren', 'muhammadiyah', 'boarding', 'sekolah', 'mbs', 'ki', 'bagus', 'hadikusumo', 'lembaga', 'pendidikan', 'berkomitmen', 'penuh', 'kemajuan', 'peradaban', 'bangsa', 'mengundang', 'wakil', 'presiden', 'gibran', 'rakabuming', 'meninjau', 'simulasi', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kegiatan'];7.0;14.0;-7.0;7;29;[('sekolah', 3.0), ('bagus', -4.0), ('lembaga', -3.0), ('presiden', 3.0), ('makan', 1.0), ('gratis', 4.0), ('kegiatan', 3.0)];Positif
100;kabar baik program makan bergizi gratis bakal diterapkan di pesantren;Beritasatu;['kabar', 'program', 'makan', 'bergizi', 'gratis', 'diterapkan', 'pesantren'];2.0;5.0;-3.0;3;7;[('kabar', -3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
101;presiden prabowo subianto mengatakan program makan bergizi gratis yang akan dilaksanakan pemerintah bisa meningkatkan peredaran uang hingga persen di daerah peningkatan itu jika diperbandingkan dengan program dana desa yang memberi rp miliartahun untuk desa;RadioSmartFM;['presiden', 'prabowo', 'subianto', 'program', 'makan', 'bergizi', 'gratis', 'dilaksanakan', 'pemerintah', 'meningkatkan', 'peredaran', 'uang', 'persen', 'daerah', 'peningkatan', 'diperbandingkan', 'program', 'dana', 'desa', 'rp', 'miliartahun', 'desa'];14.0;14.0;0.0;5;22;[('presiden', 3.0), ('makan', 1.0), ('gratis', 4.0), ('persen', 2.0), ('dana', 4.0)];Positif
102;wapres gibran sosialisasikan program makan bergizi gratis di pondok pesantren muhammadiyah bogor;Beritasatu;['wapres', 'gibran', 'sosialisasikan', 'program', 'makan', 'bergizi', 'gratis', 'pondok', 'pesantren', 'muhammadiyah', 'bogor'];5.0;5.0;0.0;2;11;[('makan', 1.0), ('gratis', 4.0)];Positif
103;presiden prabowo mengumumkan program makan bergizi gratis mbg akan meningkatkan alokasi anggaran ke desadesa sebagai upaya untuk memberdayakan ekonomi di tingkat pedesaan kecamatan hingga provinsi bahkan presiden mengatakan mbg dapat membuat peredaran uang di desa;akuratco;['presiden', 'prabowo', 'mengumumkan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'meningkatkan', 'alokasi', 'anggaran', 'desadesa', 'upaya', 'memberdayakan', 'ekonomi', 'tingkat', 'pedesaan', 'kecamatan', 'provinsi', 'presiden', 'mbg', 'peredaran', 'uang', 'desa'];11.0;15.0;-4.0;7;24;[('presiden', 3.0), ('mengumumkan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('upaya', -4.0), ('tingkat', 1.0), ('presiden', 3.0)];Positif
104;padahal menurut prabowo penghematan anggaran itu bisa membangun bendungan irigasi sarana pendidikan serta mendanai program makan bergizi gratis;PaltiHutabarat;['prabowo', 'penghematan', 'anggaran', 'membangun', 'bendungan', 'irigasi', 'sarana', 'pendidikan', 'mendanai', 'program', 'makan', 'bergizi', 'gratis'];5.0;5.0;0.0;2;13;[('makan', 1.0), ('gratis', 4.0)];Positif
105;presiden prabowo subianto mengumumkan bahwa program makan bergizi gratis akan meningkatkan alokasi anggaran ke desadesa hal ini sebagai upaya untuk memberdayakan ekonomi di tingkat pedesaan kecamatan hingga provinsi simak berita selengkapnya hanya di;tvOneNews;['presiden', 'prabowo', 'subianto', 'mengumumkan', 'program', 'makan', 'bergizi', 'gratis', 'meningkatkan', 'alokasi', 'anggaran', 'desadesa', 'upaya', 'memberdayakan', 'ekonomi', 'tingkat', 'pedesaan', 'kecamatan', 'provinsi', 'simak', 'berita', 'selengkapnya'];0.0;13.0;-13.0;9;22;[('presiden', 3.0), ('mengumumkan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('upaya', -4.0), ('tingkat', 1.0), ('simak', -5.0), ('berita', -4.0), ('selengkapnya', 1.0)];Netral
106;presiden prabowo subianto mengatakan program makan bergizi gratis mbg merupakan langkah strategis untuk memberdayakan ekonomi di pedesaan hal tersebut disampaikan prabowo saat acara penyerahan daftar isian pelaksanaan anggaran dipa dan buku daftar alokasi transfer ke;tvOneNews;['presiden', 'prabowo', 'subianto', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'langkah', 'strategis', 'memberdayakan', 'ekonomi', 'pedesaan', 'prabowo', 'acara', 'penyerahan', 'daftar', 'isian', 'pelaksanaan', 'anggaran', 'dipa', 'buku', 'daftar', 'alokasi', 'transfer'];2.0;12.0;-10.0;7;25;[('presiden', 3.0), ('makan', 1.0), ('gratis', 4.0), ('langkah', 4.0), ('daftar', -3.0), ('pelaksanaan', -4.0), ('daftar', -3.0)];Positif
107;kasat binmas polres lumajang melaksanakan kegiatan program makan bergizi gratis yang dilaksanakan di ma putri nurul masyithoh lumajang indonesia;PolsekKunir;['kasat', 'binmas', 'polres', 'lumajang', 'melaksanakan', 'kegiatan', 'program', 'makan', 'bergizi', 'gratis', 'dilaksanakan', 'ma', 'putri', 'nurul', 'masyithoh', 'lumajang', 'indonesia'];5.0;8.0;-3.0;4;17;[('melaksanakan', -3.0), ('kegiatan', 3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
108;sri mulyani program makan bergizi gratis dapat menggerakan ekonomi daerah;InvestorID;['sri', 'mulyani', 'program', 'makan', 'bergizi', 'gratis', 'menggerakan', 'ekonomi', 'daerah'];5.0;5.0;0.0;2;9;[('makan', 1.0), ('gratis', 4.0)];Positif
109;prancis dukung program makan bergizi gratis prabowo;InvestorID;['prancis', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'prabowo'];9.0;9.0;0.0;3;7;[('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
110;bpom kawal program makan bergizi gratis dapur hingga distribusi diawasi lewat com;rakyatpembaruan;['bpom', 'kawal', 'program', 'makan', 'bergizi', 'gratis', 'dapur', 'distribusi', 'diawasi', 'com'];6.0;8.0;-2.0;4;10;[('kawal', -2.0), ('makan', 1.0), ('gratis', 4.0), ('distribusi', 3.0)];Positif
111;pemerintah melalui kantor komunikasi kepresidenan meninjau secara langsung kesiapan pelaksanaan program makan bergizi gratis mbg di unit pelayanan mbg tanah sareal bogor jawa barat serta sdn kedung badak dan smp siliwangi kota bogor senin;KompasData;['pemerintah', 'kantor', 'komunikasi', 'kepresidenan', 'meninjau', 'langsung', 'kesiapan', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'unit', 'pelayanan', 'mbg', 'tanah', 'sareal', 'bogor', 'jawa', 'barat', 'sdn', 'kedung', 'badak', 'smp', 'siliwangi', 'kota', 'bogor', 'senin'];-5.0;11.0;-16.0;9;29;[('komunikasi', -4.0), ('langsung', 3.0), ('pelaksanaan', -4.0), ('makan', 1.0), ('gratis', 4.0), ('unit', -4.0), ('pelayanan', 3.0), ('kedung', -3.0), ('kota', -1.0)];Negatif
112;kepala bpom temui jaksa agung minta kawal program makan bergizi gratis;CNNIndonesia;['kepala', 'bpom', 'temui', 'jaksa', 'agung', 'kawal', 'program', 'makan', 'bergizi', 'gratis'];3.0;5.0;-2.0;3;10;[('kawal', -2.0), ('makan', 1.0), ('gratis', 4.0)];Positif
113;please bantu isi atau barter kuesioner penelitian sender tentang program makan bergizi gratis mbg kriterianya kayak dibawah ini bolee reply aja yaa nanti sender kirim linknya lewat dm makasi gais;tanyarlfes;['tolong', 'bantu', 'isi', 'barter', 'kuesioner', 'penelitian', 'sender', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kriterianya', 'seperti', 'dibawah', 'bolee', 'balas', 'yaa', 'sender', 'kirim', 'linknya', 'pesan', 'terimakasih', 'gais'];-1.0;15.0;-16.0;10;24;[('tolong', 3.0), ('bantu', -4.0), ('isi', -5.0), ('makan', 1.0), ('gratis', 4.0), ('seperti', -1.0), ('balas', -3.0), ('kirim', 2.0), ('pesan', -3.0), ('terimakasih', 5.0)];Negatif
114;program makan bergizi gratis membuktikan fleksibilitasnya dengan mengubah fungsi dapur layanan menjadi posko darurat memastikan ratusan ribu korban bencana alam tetap mendapatkan akses pangan sehat dan layak di tengah situasi krisis;PrayogaAditam;['program', 'makan', 'bergizi', 'gratis', 'membuktikan', 'fleksibilitasnya', 'mengubah', 'fungsi', 'dapur', 'layanan', 'posko', 'darurat', 'ratusan', 'ribu', 'korban', 'bencana', 'alam', 'akses', 'pangan', 'sehat', 'layak', 'situasi', 'krisis'];-10.0;16.0;-26.0;12;23;[('makan', 1.0), ('gratis', 4.0), ('membuktikan', -4.0), ('layanan', 3.0), ('darurat', -4.0), ('korban', -4.0), ('bencana', -5.0), ('alam', 2.0), ('akses', 2.0), ('sehat', 4.0), ('layak', -5.0), ('krisis', -4.0)];Negatif
115;were hiring dapur sppg mbg yayasan apta peduli bangsa membuka kesempatan bagi kamu yang ingin berkontribusi dalam program makan bergizi gratis untuk masyarakat saat ini kami membuka lowongan untuk posisi ahli gizi kualifikasi utama priawanita minimal;lokerjogja_;['were', 'hiring', 'dapur', 'sppg', 'mbg', 'yayasan', 'apta', 'peduli', 'bangsa', 'membuka', 'kesempatan', 'berkontribusi', 'program', 'makan', 'bergizi', 'gratis', 'masyarakat', 'membuka', 'lowongan', 'posisi', 'ahli', 'gizi', 'kualifikasi', 'utama', 'priawanita', 'minimal'];8.0;11.0;-3.0;5;26;[('peduli', 4.0), ('makan', 1.0), ('gratis', 4.0), ('kualifikasi', 2.0), ('minimal', -3.0)];Positif
116;badan gizi nasional bgn memastikan program makan bergizi gratis mulai berjalan pada awal januari dengan belanja harian mencapai rp miliar kepala bgn dadan hindayana menegaskan satu hari di bulan januari kami akan menggunakan uang rp miliar belanja besar ini;liputan6dotcom;['badan', 'gizi', 'nasional', 'bgn', 'program', 'makan', 'bergizi', 'gratis', 'berjalan', 'januari', 'belanja', 'harian', 'mencapai', 'rp', 'miliar', 'kepala', 'bgn', 'dadan', 'hindayana', 'januari', 'uang', 'rp', 'miliar', 'belanja'];-4.0;5.0;-9.0;5;24;[('badan', -3.0), ('makan', 1.0), ('gratis', 4.0), ('belanja', -3.0), ('belanja', -3.0)];Negatif
117;seorang pedagang telur bernama stefanus gulo merasa bangga dan bersyukur karena lapak dagangannya dipercaya menjadi salah satu pemasok telur untuk kebutuhan program makan bergizi gratis mbg;cmerconk;['pedagang', 'telur', 'bernama', 'stefanus', 'gulo', 'bangga', 'bersyukur', 'lapak', 'dagangannya', 'dipercaya', 'salah', 'pemasok', 'telur', 'kebutuhan', 'program', 'makan', 'bergizi', 'gratis', 'mbg'];17.0;21.0;-4.0;7;19;[('bernama', 4.0), ('bangga', 3.0), ('bersyukur', 5.0), ('salah', -4.0), ('kebutuhan', 4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
118;program makan bergizi gratis di sman pekanbaru berjalan lancar;GoRiauCom;['program', 'makan', 'bergizi', 'gratis', 'sman', 'pekanbaru', 'berjalan', 'lancar'];9.0;9.0;0.0;3;8;[('makan', 1.0), ('gratis', 4.0), ('lancar', 4.0)];Positif
119;puluhan pelajar dari sejumlah sekolah di kecamatan sumberwringin kabupaten bondowoso jawa timur diduga mengalami keracunan setelah mengonsumsi menu program makan bergizi gratis mbg rabu para siswa yang mengalami keluhan langsung dilarikan ke puskesmas;ferizandra;['puluhan', 'pelajar', 'sekolah', 'kecamatan', 'sumberwringin', 'kabupaten', 'bondowoso', 'jawa', 'timur', 'diduga', 'mengalami', 'keracunan', 'mengonsumsi', 'menu', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'rabu', 'siswa', 'mengalami', 'keluhan', 'langsung', 'dilarikan', 'puskesmas'];14.0;21.0;-7.0;10;26;[('pelajar', 1.0), ('sekolah', 3.0), ('mengalami', 3.0), ('mengonsumsi', -4.0), ('makan', 1.0), ('gratis', 4.0), ('siswa', 3.0), ('mengalami', 3.0), ('keluhan', -3.0), ('langsung', 3.0)];Positif
120;siswa dan guru di smp  airmadidi minahasa utara diduga keracunan makan siang gratis data per tanggal november setidaknya rumah sakit di sulawesi utara dijadikan rujukan untuk merawat puluhan siswa yang keracunan pasca menyatap program makan bergizi gratis;lbhmanado;['siswa', 'guru', 'smp', 'airmadidi', 'minahasa', 'utara', 'diduga', 'keracunan', 'makan', 'siang', 'gratis', 'data', 'tanggal', 'november', 'rumah', 'sakit', 'sulawesi', 'utara', 'dijadikan', 'rujukan', 'merawat', 'puluhan', 'siswa', 'keracunan', 'pasca', 'menyatap', 'program', 'makan', 'bergizi', 'gratis'];7.0;22.0;-15.0;12;30;[('siswa', 3.0), ('guru', 3.0), ('makan', 1.0), ('gratis', 4.0), ('data', -3.0), ('tanggal', -4.0), ('rumah', 3.0), ('sakit', -5.0), ('merawat', -3.0), ('siswa', 3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
121;babinsa sukolilo dampingi program makan bergizi gratis di sekolah;Dim0830;['babinsa', 'sukolilo', 'dampingi', 'program', 'makan', 'bergizi', 'gratis', 'sekolah'];8.0;8.0;0.0;3;8;[('makan', 1.0), ('gratis', 4.0), ('sekolah', 3.0)];Positif
122;kodim mojokerto bersama bps kota mojokerto menggelar rapat koordinasi dan evaluasi program makan bergizi gratis mbg sebagai wujud sinergi dalam mengawal program strategis nasional;Kodim0815Mjk;['kodim', 'mojokerto', 'bps', 'kota', 'mojokerto', 'menggelar', 'rapat', 'koordinasi', 'evaluasi', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'wujud', 'sinergi', 'mengawal', 'program', 'strategis', 'nasional'];6.0;10.0;-4.0;7;20;[('kota', -1.0), ('rapat', -3.0), ('koordinasi', 1.0), ('makan', 1.0), ('gratis', 4.0), ('wujud', 2.0), ('mengawal', 2.0)];Positif
123;sinergi tnipolri dukung program makan bergizi gratis bhabinkamtibmas desa tegallalang aiptu  dewa made sandat bersama babinsa sertu  gst arbajaya melaksanakan atensi pendistribusian program makan bergizi gratis mbg tahap  dari sppg tegallalang ke sekolahsekolah;POLSEKTGLL_15;['sinergi', 'tnipolri', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'bhabinkamtibmas', 'desa', 'tegallalang', 'aiptu', 'dewa', 'made', 'sandat', 'babinsa', 'sertu', 'gst', 'arbajaya', 'melaksanakan', 'atensi', 'pendistribusian', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'tahap', 'sppg', 'tegallalang', 'sekolahsekolah'];13.0;16.0;-3.0;7;30;[('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0), ('melaksanakan', -3.0), ('atensi', 2.0), ('makan', 1.0), ('gratis', 4.0)];Positif
124;polsek sukadana pantau langsung program makan bergizi gratis di smpn sukadana ciamis;djavatodaycom;['polsek', 'sukadana', 'pantau', 'langsung', 'program', 'makan', 'bergizi', 'gratis', 'smpn', 'sukadana', 'ciamis'];10.0;10.0;0.0;4;11;[('pantau', 2.0), ('langsung', 3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
125;koramil paiton dukung program makan bergizi gratis tingkatkan kesehatan pelajar simak selengkapnya disini;Pendam5;['koramil', 'paiton', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'tingkatkan', 'kesehatan', 'pelajar', 'simak', 'selengkapnya'];6.0;11.0;-5.0;6;12;[('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0), ('pelajar', 1.0), ('simak', -5.0), ('selengkapnya', 1.0)];Positif
126;bpkp kalteng melaksanakan evaluasi program makan bergizi gratis mbg di kabupaten barito timur guna memastikan kepatuhan pelaksanaan terhadap regulasi dan rencana kerja serta mengidentifikasi permasalahan serta risiko yang menghambat pelaksanaan program mbg;bpkp_kalteng;['bpkp', 'kalteng', 'melaksanakan', 'evaluasi', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kabupaten', 'barito', 'timur', 'kepatuhan', 'pelaksanaan', 'regulasi', 'rencana', 'kerja', 'mengidentifikasi', 'permasalahan', 'risiko', 'menghambat', 'pelaksanaan', 'program', 'mbg'];-11.0;10.0;-21.0;10;24;[('melaksanakan', -3.0), ('makan', 1.0), ('gratis', 4.0), ('kepatuhan', 3.0), ('pelaksanaan', -4.0), ('rencana', -4.0), ('kerja', 2.0), ('risiko', -3.0), ('menghambat', -3.0), ('pelaksanaan', -4.0)];Negatif
127;setiap anak berhak tumbuh sehat dan kuat mari dukung program makan bergizi gratis agar mereka bisa belajar dengan penuh energi tersenyum lebih lebar dan meraih masa depan yang lebih cerah;InfoMakan2;['anak', 'berhak', 'tumbuh', 'sehat', 'kuat', 'mari', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'belajar', 'penuh', 'energi', 'tersenyum', 'lebar', 'meraih', 'cerah'];24.0;30.0;-6.0;11;18;[('anak', -3.0), ('sehat', 4.0), ('kuat', -3.0), ('mari', 4.0), ('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0), ('belajar', 3.0), ('energi', 3.0), ('tersenyum', 4.0), ('lebar', 3.0)];Positif
128;program makan bergizi gratis mbg beralih fungsi menjadi garda terdepan penyaluran makanan darurat untuk korban bencana di sumatera aceh sumut sumbar ribuan paket makanan bergizi didistribusikan setiap hari untuk memastikan kebutuhan dasar korban terpenuhi;cutewoman__;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'beralih', 'fungsi', 'garda', 'terdepan', 'penyaluran', 'makanan', 'darurat', 'korban', 'bencana', 'sumatera', 'aceh', 'sumut', 'sumbar', 'ribuan', 'paket', 'makanan', 'bergizi', 'didistribusikan', 'kebutuhan', 'dasar', 'korban', 'terpenuhi'];2.0;22.0;-20.0;12;27;[('makan', 1.0), ('gratis', 4.0), ('beralih', -3.0), ('garda', 3.0), ('makanan', 3.0), ('darurat', -4.0), ('korban', -4.0), ('bencana', -5.0), ('paket', 4.0), ('makanan', 3.0), ('kebutuhan', 4.0), ('korban', -4.0)];Positif
129;gizi terpenuhi ibu hamil lebih tenang program makan bergizi gratis hadir memastikan kesehatan ibu dan calon bayi terjaga tanpa beban biaya bukti nyata kepedulian pemerintah untuk melahirkan generasi kuat;khaliqbyard215;['gizi', 'terpenuhi', 'hamil', 'tenang', 'program', 'makan', 'bergizi', 'gratis', 'hadir', 'kesehatan', 'calon', 'bayi', 'terjaga', 'beban', 'biaya', 'bukti', 'nyata', 'kepedulian', 'pemerintah', 'melahirkan', 'generasi', 'kuat'];-2.0;23.0;-25.0;14;22;[('hamil', -5.0), ('tenang', 5.0), ('makan', 1.0), ('gratis', 4.0), ('hadir', -3.0), ('bayi', -3.0), ('terjaga', 2.0), ('beban', -5.0), ('bukti', -3.0), ('nyata', 4.0), ('kepedulian', 4.0), ('melahirkan', 3.0), ('generasi', -3.0), ('kuat', -3.0)];Negatif
130;mobil lab keliling dari bpom ini keren banget soalnya langsung turun ke daerah yang susah dijangkau buat pastikan program makan bergizi gratis berjalan aman dan tepat ini contoh nyata kerja senyap tapi ngena buat banyak orang;law_ismylife;['mobil', 'lab', 'keliling', 'bpom', 'keren', 'sekali', 'langsung', 'turun', 'daerah', 'susah', 'dijangkau', 'pastikan', 'program', 'makan', 'bergizi', 'gratis', 'berjalan', 'aman', 'contoh', 'nyata', 'kerja', 'senyap', 'ngena', 'orang'];7.0;18.0;-11.0;11;24;[('mobil', 1.0), ('sekali', -1.0), ('langsung', 3.0), ('turun', -3.0), ('susah', -3.0), ('pastikan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('nyata', 4.0), ('kerja', 2.0), ('senyap', -4.0)];Positif
131;kepala badan gizi nasional bgn mengungkap peran vital program makan bergizi gratis mbg dalam perekonomian indonesia;tvOneNews;['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'mengungkap', 'peran', 'vital', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'perekonomian', 'indonesia'];-2.0;5.0;-7.0;4;15;[('badan', -3.0), ('vital', -4.0), ('makan', 1.0), ('gratis', 4.0)];Negatif
132;polres klungkung melaksanakan pre launching program makan bergizi gratis mbg sppg polres klungkung yang dipusatkan di tk kemala bhayangkari polres klungkung;PKlungkung;['polres', 'klungkung', 'melaksanakan', 'pre', 'launching', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'sppg', 'polres', 'klungkung', 'dipusatkan', 'tk', 'kemala', 'bhayangkari', 'polres', 'klungkung'];2.0;5.0;-3.0;3;19;[('melaksanakan', -3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
133;program makan bergizi gratis ini benarbenar jadi penyelamat untuk banyak ibu hamil mereka nggak lagi harus mikir dua kali soal biaya buat memenuhi kebutuhan gizi hariannya karena semua sudah disiapkan dengan terukur dan seimbang;al_lasan7;['program', 'makan', 'bergizi', 'gratis', 'benarbenar', 'penyelamat', 'hamil', 'tidak', 'mikir', 'kali', 'biaya', 'memenuhi', 'kebutuhan', 'gizi', 'hariannya', 'disiapkan', 'terukur', 'seimbang'];-7.0;9.0;-16.0;7;18;[('makan', 1.0), ('gratis', 4.0), ('hamil', -5.0), ('tidak', -5.0), ('mikir', -3.0), ('memenuhi', -3.0), ('kebutuhan', 4.0)];Negatif
134;balai besar obat dan makanan bpom menghadirkan mobil laboratorium untuk mendukung program makan bergizi gratis mbg;jjaprin24;['balai', 'obat', 'makanan', 'bpom', 'menghadirkan', 'mobil', 'laboratorium', 'mendukung', 'program', 'makan', 'bergizi', 'gratis', 'mbg'];0.0;9.0;-9.0;7;13;[('balai', -3.0), ('obat', -3.0), ('makanan', 3.0), ('mobil', 1.0), ('laboratorium', -3.0), ('makan', 1.0), ('gratis', 4.0)];Netral
135;bpom menghadirkan mobil laboratorium untuk mendukung program makan bergizi gratis mbg mobil ini menjangkau daerah daerah yang jauh dari jangkauan balai pom guna mendukung program prioritas dari pemerintah;diyarablues;['bpom', 'menghadirkan', 'mobil', 'laboratorium', 'mendukung', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'mobil', 'menjangkau', 'daerah', 'daerah', 'jangkauan', 'balai', 'pom', 'mendukung', 'program', 'prioritas', 'pemerintah'];1.0;7.0;-6.0;6;21;[('mobil', 1.0), ('laboratorium', -3.0), ('makan', 1.0), ('gratis', 4.0), ('mobil', 1.0), ('balai', -3.0)];Positif
136;inovasi mobil laboratorium keliling bpom siap menjangkau pelosok negeri demi memastikan keamanan pangan program makan bergizi gratis agar anak indonesia tumbuh sehat dan cerdas tanpa rasa khawatir;PrayogaAditam;['inovasi', 'mobil', 'laboratorium', 'keliling', 'bpom', 'menjangkau', 'pelosok', 'negeri', 'keamanan', 'pangan', 'program', 'makan', 'bergizi', 'gratis', 'anak', 'indonesia', 'tumbuh', 'sehat', 'cerdas', 'khawatir'];0.0;14.0;-14.0;9;20;[('inovasi', 4.0), ('mobil', 1.0), ('laboratorium', -3.0), ('pelosok', -3.0), ('makan', 1.0), ('gratis', 4.0), ('anak', -3.0), ('sehat', 4.0), ('khawatir', -5.0)];Netral
137;penerapan sistem grading dapur oleh badan gizi nasional bersama lembaga survei independen menjamin standar keamanan pangan yang tinggi demi kesuksesan program makan bergizi gratis tahun depan;PrayogaAditam;['penerapan', 'sistem', 'grading', 'dapur', 'badan', 'gizi', 'nasional', 'lembaga', 'survei', 'independen', 'menjamin', 'standar', 'keamanan', 'pangan', 'kesuksesan', 'program', 'makan', 'bergizi', 'gratis'];-12.0;5.0;-17.0;7;19;[('sistem', -4.0), ('badan', -3.0), ('lembaga', -3.0), ('menjamin', -5.0), ('standar', -2.0), ('makan', 1.0), ('gratis', 4.0)];Negatif
138;bpom terus hadir mendukung program makan bergizi gratis mbg dengan mobil laboratorium keliling jangkauan pengawasan pangan kini makin luas hingga pelosok negeri demi asupan yang aman dan bergizi untuk seluruh anak indonesia;berthasintia;['bpom', 'hadir', 'mendukung', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'mobil', 'laboratorium', 'keliling', 'jangkauan', 'pengawasan', 'pangan', 'luas', 'pelosok', 'negeri', 'asupan', 'aman', 'bergizi', 'anak', 'indonesia'];-3.0;9.0;-12.0;8;22;[('hadir', -3.0), ('makan', 1.0), ('gratis', 4.0), ('mobil', 1.0), ('laboratorium', -3.0), ('luas', 3.0), ('pelosok', -3.0), ('anak', -3.0)];Negatif
