,No,full_text,username,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
201,202,sppg sukamantri hadirkan oven ompreng pertama nasional bogor upaya meningkatkan keamanan pangan dalam pelaksanaan program makan bergizi gratis mbg mencapai tonggak baru satuan pelayanan pemenuhan gizi sppg bogor tamansari sukamantri menjadi sppg pertama di indonesia yang,RadioElshinta,"['sppg', 'sukamantri', 'hadirkan', 'oven', 'ompreng', 'pertama', 'nasional', 'bogor', 'upaya', 'meningkatkan', 'keamanan', 'pangan', 'dalam', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'mencapai', 'tonggak', 'baru', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'bogor', 'tamansari', 'sukamantri', 'menjadi', 'sppg', 'pertama', 'di', 'indonesia', 'yang']",<FreqDist with 31 samples and 36 outcomes>,"['sppg', 'sukamantri', 'hadirkan', 'oven', 'ompreng', 'nasional', 'bogor', 'upaya', 'meningkatkan', 'keamanan', 'pangan', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'mencapai', 'tonggak', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'bogor', 'tamansari', 'sukamantri', 'sppg', 'indonesia']","['sppg', 'sukamantri', 'hadirkan', 'oven', 'ompreng', 'nasional', 'bogor', 'upaya', 'meningkatkan', 'keamanan', 'pangan', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'mencapai', 'tonggak', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'bogor', 'tamansari', 'sukamantri', 'sppg', 'indonesia']","['sppg', 'sukamantri', 'hadir', 'oven', 'ompreng', 'nasional', 'bogor', 'upaya', 'tingkat', 'aman', 'pangan', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'capai', 'tonggak', 'satu', 'layan', 'penuh', 'gizi', 'sppg', 'bogor', 'tamansari', 'sukamantri', 'sppg', 'indonesia']"
202,203,mbg adalah seragam sekolah versi makanan program makan bergizi gratis harus universal tujuannya menciptakan kesetaraan mutlak di sekolah semua anak makan menu yang sama di meja yang sama ini hilangkan stigma sosial amp bangun fondasi karakter kebangsaan jangan ada pemilahan,cutewoman__,"['mbg', 'adalah', 'seragam', 'sekolah', 'versi', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'harus', 'universal', 'tujuannya', 'menciptakan', 'kesetaraan', 'mutlak', 'di', 'sekolah', 'semua', 'anak', 'makan', 'menu', 'yang', 'sama', 'di', 'meja', 'yang', 'sama', 'ini', 'hilangkan', 'stigma', 'sosial', 'amp', 'bangun', 'fondasi', 'karakter', 'kebangsaan', 'jangan', 'ada', 'pemilahan']",<FreqDist with 35 samples and 40 outcomes>,"['mbg', 'seragam', 'sekolah', 'versi', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'universal', 'tujuannya', 'menciptakan', 'kesetaraan', 'mutlak', 'sekolah', 'anak', 'makan', 'menu', 'meja', 'hilangkan', 'stigma', 'sosial', 'bangun', 'fondasi', 'karakter', 'kebangsaan', 'pemilahan']","['mbg', 'seragam', 'sekolah', 'versi', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'universal', 'tujuannya', 'menciptakan', 'kesetaraan', 'mutlak', 'sekolah', 'anak', 'makan', 'menu', 'meja', 'hilangkan', 'stigma', 'sosial', 'bangun', 'fondasi', 'karakter', 'kebangsaan', 'pemilahan']","['mbg', 'seragam', 'sekolah', 'versi', 'makan', 'program', 'makan', 'gizi', 'gratis', 'universal', 'tuju', 'cipta', 'tara', 'mutlak', 'sekolah', 'anak', 'makan', 'menu', 'meja', 'hilang', 'stigma', 'sosial', 'bangun', 'fondasi', 'karakter', 'bangsa', 'pilah']"
203,204,bukan hanya sekadar makanan gratis juga fokus penuh naikin kualitas dan mutu makanan di program makan bergizi gratis mbg yang sudah menyentuh ribuan siswa setiap hari setiap porsi dibuat dengan perhatian agar anakanak dapat tumbuh sehat dan siap belajar,cutewoman__,"['bukan', 'hanya', 'sekadar', 'makanan', 'gratis', 'juga', 'fokus', 'penuh', 'naikin', 'kualitas', 'dan', 'mutu', 'makanan', 'di', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'yang', 'sudah', 'menyentuh', 'ribuan', 'siswa', 'setiap', 'hari', 'setiap', 'porsi', 'dibuat', 'dengan', 'perhatian', 'agar', 'anakanak', 'dapat', 'tumbuh', 'sehat', 'dan', 'siap', 'belajar']",<FreqDist with 35 samples and 39 outcomes>,"['makanan', 'gratis', 'fokus', 'penuh', 'naikin', 'kualitas', 'mutu', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menyentuh', 'ribuan', 'siswa', 'porsi', 'perhatian', 'anakanak', 'tumbuh', 'sehat', 'belajar']","['makanan', 'gratis', 'fokus', 'penuh', 'naikin', 'kualitas', 'mutu', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menyentuh', 'ribuan', 'siswa', 'porsi', 'perhatian', 'anakanak', 'tumbuh', 'sehat', 'belajar']","['makan', 'gratis', 'fokus', 'penuh', 'naikin', 'kualitas', 'mutu', 'makan', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'sentuh', 'ribu', 'siswa', 'porsi', 'perhati', 'anakanak', 'tumbuh', 'sehat', 'ajar']"
204,205,jiwa di kepri kini tersentuh program makan bergizi gratis mbg ini adalah langkah nyata memastikan gizi terbaik untuk generasi penerus amp kelompok  di kepri penguatan gizi di satuan pelayanan pemenuhan gizi sppg terus dipercepat termasuk di daerah ,cutewoman__,"['jiwa', 'di', 'kepri', 'kini', 'tersentuh', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'ini', 'adalah', 'langkah', 'nyata', 'memastikan', 'gizi', 'terbaik', 'untuk', 'generasi', 'penerus', 'amp', 'kelompok', 'di', 'kepri', 'penguatan', 'gizi', 'di', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'terus', 'dipercepat', 'termasuk', 'di', 'daerah']",<FreqDist with 31 samples and 37 outcomes>,"['jiwa', 'kepri', 'tersentuh', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'langkah', 'nyata', 'gizi', 'terbaik', 'generasi', 'penerus', 'kelompok', 'kepri', 'penguatan', 'gizi', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'dipercepat', 'daerah']","['jiwa', 'kepri', 'tersentuh', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'langkah', 'nyata', 'gizi', 'terbaik', 'generasi', 'penerus', 'kelompok', 'kepri', 'penguatan', 'gizi', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'dipercepat', 'daerah']","['jiwa', 'kepri', 'sentuh', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'langkah', 'nyata', 'gizi', 'baik', 'generasi', 'terus', 'kelompok', 'kepri', 'kuat', 'gizi', 'satu', 'layan', 'penuh', 'gizi', 'sppg', 'cepat', 'daerah']"
205,206,program makan bergizi gratis kini menjangkau ratusan ribu siswa dan ibu hamil di kepri memastikan pemerataan gizi hingga ke pelosok daerah demi masa depan generasi yang lebih sehat dan kuat,PrayogaAditam,"['program', 'makan', 'bergizi', 'gratis', 'kini', 'menjangkau', 'ratusan', 'ribu', 'siswa', 'dan', 'ibu', 'hamil', 'di', 'kepri', 'memastikan', 'pemerataan', 'gizi', 'hingga', 'ke', 'pelosok', 'daerah', 'demi', 'masa', 'depan', 'generasi', 'yang', 'lebih', 'sehat', 'dan', 'kuat']",<FreqDist with 29 samples and 30 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'menjangkau', 'ratusan', 'ribu', 'siswa', 'hamil', 'kepri', 'pemerataan', 'gizi', 'pelosok', 'daerah', 'generasi', 'sehat', 'kuat']","['program', 'makan', 'bergizi', 'gratis', 'menjangkau', 'ratusan', 'ribu', 'siswa', 'hamil', 'kepri', 'pemerataan', 'gizi', 'pelosok', 'daerah', 'generasi', 'sehat', 'kuat']","['program', 'makan', 'gizi', 'gratis', 'jangkau', 'ratus', 'ribu', 'siswa', 'hamil', 'kepri', 'perata', 'gizi', 'pelosok', 'daerah', 'generasi', 'sehat', 'kuat']"
206,207,program makan bergizi gratis mbg memastikan setiap anak mendapat nutrisi layak meningkatkan kesehatan sekaligus mendukung fokus belajar di sekolah sumber,Viviviviichan,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'memastikan', 'setiap', 'anak', 'mendapat', 'nutrisi', 'layak', 'meningkatkan', 'kesehatan', 'sekaligus', 'mendukung', 'fokus', 'belajar', 'di', 'sekolah', 'sumber']",<FreqDist with 20 samples and 20 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'anak', 'nutrisi', 'layak', 'meningkatkan', 'kesehatan', 'mendukung', 'fokus', 'belajar', 'sekolah', 'sumber']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'anak', 'nutrisi', 'layak', 'meningkatkan', 'kesehatan', 'mendukung', 'fokus', 'belajar', 'sekolah', 'sumber']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'anak', 'nutrisi', 'layak', 'tingkat', 'sehat', 'dukung', 'fokus', 'ajar', 'sekolah', 'sumber']"
207,208,program makan bergizi gratis mbg di kepri sukses menjangkau penerima manfaat meliputi siswa ibu hamil menyusui dan balita  didukung sppg program ini menjangkau batam secara masif sementara pembangunan di daerah  masih berjalan,nafian1010,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'di', 'kepri', 'sukses', 'menjangkau', 'penerima', 'manfaat', 'meliputi', 'siswa', 'ibu', 'hamil', 'menyusui', 'dan', 'balita', 'didukung', 'sppg', 'program', 'ini', 'menjangkau', 'batam', 'secara', 'masif', 'sementara', 'pembangunan', 'di', 'daerah', 'masih', 'berjalan']",<FreqDist with 29 samples and 32 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'kepri', 'sukses', 'menjangkau', 'penerima', 'manfaat', 'meliputi', 'siswa', 'hamil', 'menyusui', 'balita', 'didukung', 'sppg', 'program', 'menjangkau', 'batam', 'masif', 'pembangunan', 'daerah', 'berjalan']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'kepri', 'sukses', 'menjangkau', 'penerima', 'manfaat', 'meliputi', 'siswa', 'hamil', 'menyusui', 'balita', 'didukung', 'sppg', 'program', 'menjangkau', 'batam', 'masif', 'pembangunan', 'daerah', 'berjalan']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'kepri', 'sukses', 'jangkau', 'terima', 'manfaat', 'liput', 'siswa', 'hamil', 'susu', 'balita', 'dukung', 'sppg', 'program', 'jangkau', 'batam', 'masif', 'bangun', 'daerah', 'jalan']"
208,209,program makan bergizi gratis mbg diterapkan secara merata untuk semua siswa demi menciptakan kesetaraan di sekolah tujuannya meniru semangat seragam sekolah menghapus sekat status sosial dan mencegah stigma dengan tidak memilahmilah penerima manfaat,jjaprin24,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'diterapkan', 'secara', 'merata', 'untuk', 'semua', 'siswa', 'demi', 'menciptakan', 'kesetaraan', 'di', 'sekolah', 'tujuannya', 'meniru', 'semangat', 'seragam', 'sekolah', 'menghapus', 'sekat', 'status', 'sosial', 'dan', 'mencegah', 'stigma', 'dengan', 'tidak', 'memilahmilah', 'penerima', 'manfaat']",<FreqDist with 32 samples and 33 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'diterapkan', 'merata', 'siswa', 'menciptakan', 'kesetaraan', 'sekolah', 'tujuannya', 'meniru', 'semangat', 'seragam', 'sekolah', 'menghapus', 'sekat', 'status', 'sosial', 'mencegah', 'stigma', 'memilahmilah', 'penerima', 'manfaat']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'diterapkan', 'merata', 'siswa', 'menciptakan', 'kesetaraan', 'sekolah', 'tujuannya', 'meniru', 'semangat', 'seragam', 'sekolah', 'menghapus', 'sekat', 'status', 'sosial', 'mencegah', 'stigma', 'memilahmilah', 'penerima', 'manfaat']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'terap', 'rata', 'siswa', 'cipta', 'tara', 'sekolah', 'tuju', 'tiru', 'semangat', 'seragam', 'sekolah', 'hapus', 'sekat', 'status', 'sosial', 'cegah', 'stigma', 'memilahmilah', 'terima', 'manfaat']"
209,210,penerima manfaat sejak beroperasi september lalu program makan bergizi gratis mbg di pulau kelapa telah menyajikan makanan bergizi meskipun tantangan logistik di pulau tim sppg yang didominasi warga lokal memastikan kualitas makanan terjaga kehadiran mbg bukan,oxrth_,"['penerima', 'manfaat', 'sejak', 'beroperasi', 'september', 'lalu', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'di', 'pulau', 'kelapa', 'telah', 'menyajikan', 'makanan', 'bergizi', 'meskipun', 'tantangan', 'logistik', 'di', 'pulau', 'tim', 'sppg', 'yang', 'didominasi', 'warga', 'lokal', 'memastikan', 'kualitas', 'makanan', 'terjaga', 'kehadiran', 'mbg', 'bukan']",<FreqDist with 31 samples and 36 outcomes>,"['penerima', 'manfaat', 'beroperasi', 'september', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'pulau', 'kelapa', 'menyajikan', 'makanan', 'bergizi', 'tantangan', 'logistik', 'pulau', 'tim', 'sppg', 'didominasi', 'warga', 'lokal', 'kualitas', 'makanan', 'terjaga', 'kehadiran', 'mbg']","['penerima', 'manfaat', 'beroperasi', 'september', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'pulau', 'kelapa', 'menyajikan', 'makanan', 'bergizi', 'tantangan', 'logistik', 'pulau', 'grup', 'sppg', 'didominasi', 'warga', 'lokal', 'kualitas', 'makanan', 'terjaga', 'kehadiran', 'mbg']","['terima', 'manfaat', 'operasi', 'september', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'pulau', 'kelapa', 'saji', 'makan', 'gizi', 'tantang', 'logistik', 'pulau', 'grup', 'sppg', 'dominasi', 'warga', 'lokal', 'kualitas', 'makan', 'jaga', 'hadir', 'mbg']"
210,211,ribu umkm terlibat dalam program makan bergizi gratis yang bisa berikan multiplier effect,RiaupagiSurya,"['ribu', 'umkm', 'terlibat', 'dalam', 'program', 'makan', 'bergizi', 'gratis', 'yang', 'bisa', 'berikan', 'multiplier', 'effect']",<FreqDist with 13 samples and 13 outcomes>,"['ribu', 'umkm', 'terlibat', 'program', 'makan', 'bergizi', 'gratis', 'multiplier', 'effect']","['ribu', 'umkm', 'terlibat', 'program', 'makan', 'bergizi', 'gratis', 'multiplier', 'effect']","['ribu', 'umkm', 'libat', 'program', 'makan', 'gizi', 'gratis', 'multiplier', 'effect']"
211,212,polsek muara kaman kawal pelaksanaan program makan bergizi gratis dukung pemenuhan gizi dan kamtibmas pelajar di panca jaya kukar program makan bergizi gratis mbg tahap pertama resmi bergulir di desa panca jaya kecamatan muara kaman pada senin,polsek_sebulu,"['polsek', 'muara', 'kaman', 'kawal', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'dukung', 'pemenuhan', 'gizi', 'dan', 'kamtibmas', 'pelajar', 'di', 'panca', 'jaya', 'kukar', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'tahap', 'pertama', 'resmi', 'bergulir', 'di', 'desa', 'panca', 'jaya', 'kecamatan', 'muara', 'kaman', 'pada', 'senin']",<FreqDist with 28 samples and 37 outcomes>,"['polsek', 'muara', 'kaman', 'kawal', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'dukung', 'pemenuhan', 'gizi', 'kamtibmas', 'pelajar', 'panca', 'jaya', 'kukar', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'tahap', 'resmi', 'bergulir', 'desa', 'panca', 'jaya', 'kecamatan', 'muara', 'kaman', 'senin']","['polsek', 'muara', 'kaman', 'kawal', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'dukung', 'pemenuhan', 'gizi', 'kamtibmas', 'pelajar', 'panca', 'jaya', 'kukar', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'tahap', 'resmi', 'bergulir', 'desa', 'panca', 'jaya', 'kecamatan', 'muara', 'kaman', 'senin']","['polsek', 'muara', 'kam', 'kawal', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'dukung', 'penuh', 'gizi', 'kamtibmas', 'ajar', 'panca', 'jaya', 'kukar', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'tahap', 'resmi', 'gulir', 'desa', 'panca', 'jaya', 'camat', 'muara', 'kam', 'senin']"
212,213,zulkifli hasan zulhas menyatakan target iq anak indonesia naik ke melalui program makan bergizi gratis mbg karena nutrisi baik bisa dukung perkembangan kognitif namun iq dipengaruhi banyak faktor seperti pendidikan dan lingkungan bukan hanya makanan apakah mirip,grok,"['zulkifli', 'hasan', 'zulhas', 'menyatakan', 'target', 'iq', 'anak', 'indonesia', 'naik', 'ke', 'melalui', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'karena', 'nutrisi', 'baik', 'bisa', 'dukung', 'perkembangan', 'kognitif', 'namun', 'iq', 'dipengaruhi', 'banyak', 'faktor', 'seperti', 'pendidikan', 'dan', 'lingkungan', 'bukan', 'hanya', 'makanan', 'apakah', 'mirip']",<FreqDist with 36 samples and 37 outcomes>,"['zulkifli', 'hasan', 'zulhas', 'target', 'iq', 'anak', 'indonesia', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'nutrisi', 'dukung', 'perkembangan', 'kognitif', 'iq', 'dipengaruhi', 'faktor', 'pendidikan', 'lingkungan', 'makanan']","['zulkifli', 'hasan', 'zulhas', 'target', 'iq', 'anak', 'indonesia', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'nutrisi', 'dukung', 'perkembangan', 'kognitif', 'iq', 'dipengaruhi', 'faktor', 'pendidikan', 'lingkungan', 'makanan']","['zulkifli', 'hasan', 'zulhas', 'target', 'iq', 'anak', 'indonesia', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'nutrisi', 'dukung', 'kembang', 'kognitif', 'iq', 'pengaruh', 'faktor', 'didik', 'lingkung', 'makan']"
213,214,babinsa dampingi program makan bergizi gratis di tk dwp karangandong,kodim0817gresik,"['babinsa', 'dampingi', 'program', 'makan', 'bergizi', 'gratis', 'di', 'tk', 'dwp', 'karangandong']",<FreqDist with 10 samples and 10 outcomes>,"['babinsa', 'dampingi', 'program', 'makan', 'bergizi', 'gratis', 'tk', 'dwp', 'karangandong']","['babinsa', 'dampingi', 'program', 'makan', 'bergizi', 'gratis', 'tk', 'dwp', 'karangandong']","['babinsa', 'damping', 'program', 'makan', 'gizi', 'gratis', 'tk', 'dwp', 'karangandong']"
214,215,wali kota depok supian suri memimpin rapat koordinasi program makan bergizi gratis mbg kota depok senin supian mengatakan bahwa pemkot depok terus berupaya memperluas sasaran program mbg dan memastikan program berjalan dengan kualitas yang terjaga,Humas_depok,"['wali', 'kota', 'depok', 'supian', 'suri', 'memimpin', 'rapat', 'koordinasi', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kota', 'depok', 'senin', 'supian', 'mengatakan', 'bahwa', 'pemkot', 'depok', 'terus', 'berupaya', 'memperluas', 'sasaran', 'program', 'mbg', 'dan', 'memastikan', 'program', 'berjalan', 'dengan', 'kualitas', 'yang', 'terjaga']",<FreqDist with 28 samples and 35 outcomes>,"['wali', 'kota', 'depok', 'supian', 'suri', 'memimpin', 'rapat', 'koordinasi', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kota', 'depok', 'senin', 'supian', 'pemkot', 'depok', 'berupaya', 'memperluas', 'sasaran', 'program', 'mbg', 'program', 'berjalan', 'kualitas', 'terjaga']","['wali', 'kota', 'depok', 'supian', 'suri', 'memimpin', 'rapat', 'koordinasi', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kota', 'depok', 'senin', 'supian', 'pemkot', 'depok', 'berupaya', 'memperluas', 'sasaran', 'program', 'mbg', 'program', 'berjalan', 'kualitas', 'terjaga']","['wali', 'kota', 'depok', 'supian', 'suri', 'pimpin', 'rapat', 'koordinasi', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'kota', 'depok', 'senin', 'supian', 'pemkot', 'depok', 'upaya', 'luas', 'sasar', 'program', 'mbg', 'program', 'jalan', 'kualitas', 'jaga']"
215,216,program mbg dikritisi masih banyak sekolah di simalungun tak tersentuh program makan bergizi gratis mbg yang menjadi salah satu agenda prioritas pemerintah kini menghadapi kritik luas,sibnewsnetwork,"['program', 'mbg', 'dikritisi', 'masih', 'banyak', 'sekolah', 'di', 'simalungun', 'tak', 'tersentuh', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'yang', 'menjadi', 'salah', 'satu', 'agenda', 'prioritas', 'pemerintah', 'kini', 'menghadapi', 'kritik', 'luas']",<FreqDist with 24 samples and 26 outcomes>,"['program', 'mbg', 'dikritisi', 'sekolah', 'simalungun', 'tersentuh', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'salah', 'agenda', 'prioritas', 'pemerintah', 'menghadapi', 'kritik', 'luas']","['program', 'mbg', 'dikritisi', 'sekolah', 'simalungun', 'tersentuh', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'salah', 'agenda', 'prioritas', 'pemerintah', 'menghadapi', 'kritik', 'luas']","['program', 'mbg', 'kritisi', 'sekolah', 'simalungun', 'sentuh', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'salah', 'agenda', 'prioritas', 'perintah', 'hadap', 'kritik', 'luas']"
216,217,apbn menunjukkan pergeseran prioritas belanja pemerintah yang sangat besar terutama melalui ekspansi anggaran pada programprogram flagship seperti program makan bergizi gratis mbg dan program koperasi desa kopdes,COREIndonesia,"['apbn', 'menunjukkan', 'pergeseran', 'prioritas', 'belanja', 'pemerintah', 'yang', 'sangat', 'besar', 'terutama', 'melalui', 'ekspansi', 'anggaran', 'pada', 'programprogram', 'flagship', 'seperti', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'dan', 'program', 'koperasi', 'desa', 'kopdes']",<FreqDist with 26 samples and 27 outcomes>,"['apbn', 'pergeseran', 'prioritas', 'belanja', 'pemerintah', 'ekspansi', 'anggaran', 'programprogram', 'flagship', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'program', 'koperasi', 'desa', 'kopdes']","['apbn', 'pergeseran', 'prioritas', 'belanja', 'pemerintah', 'ekspansi', 'anggaran', 'programprogram', 'flagship', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'program', 'koperasi', 'desa', 'kopdes']","['apbn', 'geser', 'prioritas', 'belanja', 'perintah', 'ekspansi', 'anggar', 'programprogram', 'flagship', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'program', 'koperasi', 'desa', 'kopdes']"
217,218,menteri koordinator bidang pangan zulkifli hasan menyatakan optimismenya bahwa kualitas kecerdasan anak indonesia dapat meningkat signifikan melalui program makan bergizi gratis mbg zulhas menargetkan ratarata iq anak indonesia bisa mencapai angka jauh di atas,Melihat_Indo,"['menteri', 'koordinator', 'bidang', 'pangan', 'zulkifli', 'hasan', 'menyatakan', 'optimismenya', 'bahwa', 'kualitas', 'kecerdasan', 'anak', 'indonesia', 'dapat', 'meningkat', 'signifikan', 'melalui', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'zulhas', 'menargetkan', 'ratarata', 'iq', 'anak', 'indonesia', 'bisa', 'mencapai', 'angka', 'jauh', 'di', 'atas']",<FreqDist with 32 samples and 34 outcomes>,"['menteri', 'koordinator', 'bidang', 'pangan', 'zulkifli', 'hasan', 'optimismenya', 'kualitas', 'kecerdasan', 'anak', 'indonesia', 'meningkat', 'signifikan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'zulhas', 'menargetkan', 'ratarata', 'iq', 'anak', 'indonesia', 'mencapai', 'angka']","['menteri', 'koordinator', 'bidang', 'pangan', 'zulkifli', 'hasan', 'optimismenya', 'kualitas', 'kecerdasan', 'anak', 'indonesia', 'meningkat', 'signifikan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'zulhas', 'menargetkan', 'ratarata', 'iq', 'anak', 'indonesia', 'mencapai', 'angka']","['menteri', 'koordinator', 'bidang', 'pangan', 'zulkifli', 'hasan', 'optimisme', 'kualitas', 'cerdas', 'anak', 'indonesia', 'tingkat', 'signifikan', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'zulhas', 'target', 'ratarata', 'iq', 'anak', 'indonesia', 'capai', 'angka']"
218,219,distribusi mbg masif ratusan ribu porsi dinikmati korban bencana sumateraaceh penyaluran bantuan pangan melalui program makan bergizi gratis mbg masih terus dilakukan pemerintah untuk membantu masyarakat terdampak bencana alam di wilayah sumatera dan aceh hingga,RadioElshinta,"['distribusi', 'mbg', 'masif', 'ratusan', 'ribu', 'porsi', 'dinikmati', 'korban', 'bencana', 'sumateraaceh', 'penyaluran', 'bantuan', 'pangan', 'melalui', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'masih', 'terus', 'dilakukan', 'pemerintah', 'untuk', 'membantu', 'masyarakat', 'terdampak', 'bencana', 'alam', 'di', 'wilayah', 'sumatera', 'dan', 'aceh', 'hingga']",<FreqDist with 33 samples and 35 outcomes>,"['distribusi', 'mbg', 'masif', 'ratusan', 'ribu', 'porsi', 'dinikmati', 'korban', 'bencana', 'sumateraaceh', 'penyaluran', 'bantuan', 'pangan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'pemerintah', 'membantu', 'masyarakat', 'terdampak', 'bencana', 'alam', 'wilayah', 'sumatera', 'aceh']","['distribusi', 'mbg', 'masif', 'ratusan', 'ribu', 'porsi', 'dinikmati', 'korban', 'bencana', 'sumateraaceh', 'penyaluran', 'bantuan', 'pangan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'pemerintah', 'membantu', 'masyarakat', 'terdampak', 'bencana', 'alam', 'wilayah', 'sumatera', 'aceh']","['distribusi', 'mbg', 'masif', 'ratus', 'ribu', 'porsi', 'nikmat', 'korban', 'bencana', 'sumateraaceh', 'salur', 'bantu', 'pangan', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'perintah', 'bantu', 'masyarakat', 'dampak', 'bencana', 'alam', 'wilayah', 'sumatera', 'aceh']"
